Feature ID	score	A	B	T	idQM	idQA	idQB	idAB	idQT	LY	LN	LA	RY	RN	RA	div	YN
4443413;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4444028;size=1	0.0727	559533;size=2	567134;size=24	559533;size=2	90.9	89.6	80.9	79.7	89.6	32	8	12	4	1	1	1.2	N
4444525;size=1	0.0429	927380;size=8	860839;size=4	927380;size=8	94.7	93.1	93.1	92.7	93.1	9	5	4	4	0	4	1.6	N
4444621;size=1	0.1353	2400243;size=2	254714;size=2	2400243;size=2	85.5	81.0	76.9	80.2	81.0	24	3	5	15	4	23	4.5	N
444478;size=1	0.0471	1120864;size=2	251073;size=3	251073;size=3	87.4	79.6	86.5	76.1	86.5	11	9	6	23	5	9	0.9	N
4445359;size=1	0.2241	3590520;size=3	1105389;size=13	3590520;size=3	94.1	88.7	84.1	77.4	88.7	29	5	3	16	3	3	5.4	N
4446429;size=1	0.0346	529786;size=2	250187;size=3	529786;size=2	85.8	84.5	83.3	79.9	84.5	22	16	17	3	0	1	1.3	N
4446779;size=1	0.1317	831859;size=3	780795;size=2	831859;size=3	89.5	86.1	85.7	80.2	86.1	9	0	0	22	14	11	3.4	N
4447093;size=1	0.0918	142319;size=19	970732;size=4	142319;size=19	92.7	90.3	90.3	91.1	90.3	11	5	13	6	0	0	2.4	N
4447718;size=1	0.0162	240142;size=4	338969;size=13	240142;size=4	95.0	94.6	94.2	96.2	94.6	2	0	0	4	3	9	0.4	N
4448644;size=1	0.035	713894;size=8	645159;size=2	645159;size=2	95.8	93.3	95.0	92.5	95.0	2	0	0	11	5	5	0.8	N
4449050;size=1	0.0508	1075898;size=2	961607;size=8	1075898;size=2	82.5	80.4	76.7	76.7	80.4	17	3	11	17	12	16	2.1	N
4449569;size=1	0.1078	99995;size=14	204266;size=5	204266;size=5	97.9	86.5	97.5	86.9	97.5	1	0	0	28	1	4	0.4	N
4449575;size=1	0.0307	160268;size=3	285320;size=7	285320;size=7	79.5	75.2	78.2	76.1	78.2	4	1	1	23	13	33	1.3	N
444962;size=1	0.042	251073;size=3	4316029;size=2	4316029;size=2	97.1	94.6	96.2	95.0	96.2	2	0	1	8	2	4	0.8	N
4449821;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4449851;size=1	0.0303	251129;size=2	569459;size=2	569459;size=2	93.6	83.5	93.2	79.7	93.2	1	0	0	35	11	4	0.4	N
4450356;size=1	0.0335	203809;size=2	226718;size=35	203809;size=2	79.6	78.0	74.7	79.2	78.0	17	5	11	15	11	23	1.6	N
4450813;size=1	0.854	4403168;size=2	204335;size=2	4403168;size=2	97.2	92.7	86.6	82.5	92.7	28	2	5	11	0	0	4.5	Y
4451048;size=1	0.1487	940737;size=5	673176;size=3	940737;size=5	95.9	94.6	85.5	84.7	94.6	27	2	5	5	2	1	1.2	N
4451237;size=1	0.031	877603;size=6	559411;size=3	559411;size=3	94.8	87.1	94.4	86.6	94.4	1	0	2	23	5	5	0.4	N
4452314;size=1	0.9451	571500;size=15	1697001;size=15	1697001;size=15	98.4	87.5	94.8	84.3	94.8	9	0	2	28	1	1	3.6	Y
4452315;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4452317;size=1	1.4267	877952;size=2	4327666;size=3	877952;size=2	96.7	91.4	82.4	77.9	91.4	35	0	5	14	1	2	5.3	Y
4452387;size=1	0.0837	275064;size=2	4403604;size=5	4403604;size=5	93.0	86.9	91.8	89.3	91.8	4	1	1	17	2	13	1.2	N
4452530;size=1	0.0553	692922;size=9	558331;size=4	692922;size=9	93.2	92.8	76.4	77.6	92.8	46	6	9	1	0	1	0.4	N
4453465;size=1	0.0503	1108593;size=12	808063;size=2	808063;size=2	93.1	90.7	91.5	92.7	91.5	8	4	4	6	0	9	1.6	N
4453899;size=1	0.2717	236963;size=2	830358;size=22	236963;size=2	89.9	86.1	78.5	78.5	86.1	28	1	13	11	2	8	3.8	N
4453969;size=1	0.0576	1066562;size=85	4332539;size=2	4332539;size=2	93.6	91.0	91.5	91.9	91.5	6	1	2	9	3	9	2.1	N
4454565;size=1	0.0361	4457838;size=7	4316029;size=2	4457838;size=7	96.3	95.5	93.9	94.7	95.5	8	2	4	2	0	3	0.8	N
4455463;size=1	0.0802	254116;size=10	253733;size=2	254116;size=10	94.5	92.8	91.5	90.6	92.8	7	0	3	8	4	6	1.7	N
4455490;size=1	0.3514	4403604;size=5	3580756;size=11	4403604;size=5	95.9	93.1	87.8	86.1	93.1	22	2	6	7	0	2	2.9	Y
4455978;size=1	0.0835	541155;size=3	780795;size=2	541155;size=3	88.5	86.4	83.5	81.9	86.4	13	1	3	13	8	16	2.1	N
4456498;size=1	0.0243	1053077;size=4	367313;size=7	367313;size=7	98.7	96.6	98.3	96.6	98.3	1	0	1	6	1	1	0.4	N
4456631;size=1	0.0101	4387628;size=2	657034;size=2	657034;size=2	92.5	91.6	92.1	97.1	92.1	3	2	12	2	0	4	0.4	N
4456632;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4456746;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4456936;size=1	1.2294	2714240;size=13	547608;size=22	2714240;size=13	96.7	90.4	85.8	82.1	90.4	27	1	4	15	0	3	6.2	Y
4457889;size=1	0.0748	1143902;size=19	4382279;size=17	1143902;size=19	91.6	90.3	88.2	94.5	90.3	8	0	0	4	1	19	1.3	N
4457985;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4458219;size=1	0.0506	227534;size=3	847644;size=4	227534;size=3	92.6	90.9	89.7	88.4	90.9	8	1	6	8	4	7	1.7	N
4458226;size=1	2.286	968261;size=4	810595;size=49	810595;size=49	97.9	86.6	89.1	78.2	89.1	22	1	4	27	0	0	8.8	Y
4458277;size=1	0.031	556931;size=26	2232189;size=5	556931;size=26	94.8	94.0	92.4	92.4	94.0	11	5	7	2	0	1	0.8	N
4458366;size=1	0.0567	4364519;size=3	921911;size=3	921911;size=3	94.0	88.1	93.6	89.8	93.6	3	2	7	15	1	4	0.4	N
4459147;size=1	0.2369	4334908;size=9	1111657;size=3	1111657;size=3	97.1	87.6	95.5	86.0	95.5	4	0	0	26	3	4	1.7	N
4459151;size=1	0.1436	4390905;size=6	242150;size=8	242150;size=8	92.2	81.5	90.9	83.5	90.9	3	0	3	28	2	14	1.2	N
4460046;size=1	0.0375	750096;size=2	1086621;size=3	1086621;size=3	97.6	91.5	97.2	90.2	97.2	1	0	0	19	4	2	0.4	N
4461016;size=1	0.0391	550708;size=11	214259;size=2	214259;size=2	79.4	69.2	78.9	66.0	78.9	14	13	13	33	8	17	0.4	N
4461034;size=1	0.0302	1782491;size=8	756729;size=4	1782491;size=8	88.2	87.3	86.8	86.0	87.3	3	0	0	13	11	16	0.9	N
4461702;size=1	0.1671	999357;size=3	4417089;size=2	999357;size=3	95.7	94.4	89.7	89.7	94.4	14	0	1	6	3	6	1.3	N
4461907;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4462076;size=1	5.5621	625385;size=113	248032;size=39	625385;size=113	99.6	91.5	84.1	76.0	91.5	38	0	1	20	0	0	8.1	Y
4462785;size=1	0.1084	4320964;size=6	580449;size=2	580449;size=2	94.3	89.5	91.9	85.8	91.9	13	7	3	13	1	3	2.4	N
4463596;size=1	0.0502	4302748;size=7	1120864;size=2	4302748;size=7	88.8	88.4	83.5	92.0	88.4	13	0	0	2	1	27	0.4	N
4463617;size=1	0.0574	362710;size=3	712751;size=3	712751;size=3	93.3	90.0	91.2	89.6	91.2	7	2	7	11	3	4	2.1	N
4463771;size=1	0.0268	317822;size=2	4024825;size=3	4024825;size=3	91.8	86.3	91.4	86.3	91.4	2	1	1	19	6	11	0.4	N
4463829;size=1	0.0275	1037355;size=2	877603;size=6	1037355;size=2	96.2	95.7	91.0	88.5	95.7	17	5	4	1	0	0	0.4	N
4463941;size=1	0.0234	253733;size=2	248032;size=39	248032;size=39	96.3	95.1	95.5	95.9	95.5	3	1	5	4	1	2	0.8	N
4464732;size=1	0.0441	4451930;size=2	171894;size=5	4451930;size=2	90.3	88.7	86.1	89.1	88.7	14	4	3	6	2	14	1.7	N
4464820;size=1	0.0395	914944;size=2	961607;size=8	914944;size=2	94.7	93.9	93.0	95.1	93.9	4	0	0	5	3	10	0.8	N
4464847;size=1	0.1096	622364;size=3	4442666;size=2	4442666;size=2	95.8	91.6	93.3	87.9	93.3	10	4	2	11	1	3	2.5	N
4465008;size=1	0.3889	2127555;size=2	244850;size=2	2127555;size=2	93.7	91.1	81.4	81.9	91.1	31	2	12	6	0	1	2.5	Y
4465158;size=1	0.0907	324414;size=6	367313;size=7	324414;size=6	96.3	94.7	93.5	93.9	94.7	8	1	4	4	0	4	1.6	N
4466002;size=1	0.1887	719125;size=2	267841;size=2	267841;size=2	95.8	86.6	94.1	85.7	94.1	4	0	0	26	4	6	1.7	N
4466519;size=1	0.022	801050;size=3	1106823;size=5	1106823;size=5	92.3	90.3	91.5	89.5	91.5	4	2	3	10	5	9	0.8	N
4466547;size=1	0.5528	226856;size=3	911146;size=3	226856;size=3	97.5	95.4	86.2	84.9	95.4	27	0	2	6	1	3	2.1	Y
4467267;size=1	1.0063	1142462;size=53	2984686;size=44	1142462;size=53	93.1	90.3	68.0	69.2	90.3	63	1	14	7	0	2	2.8	Y
4467742;size=1	0.1913	821840;size=2	529786;size=2	529786;size=2	94.3	82.1	93.1	82.9	93.1	3	0	0	33	3	11	1.2	N
4468096;size=1	0.0249	198274;size=2	225101;size=2	225101;size=2	90.9	89.2	90.1	90.9	90.1	7	5	12	5	1	3	0.9	N
4468432;size=1	0.8244	1104923;size=11	2216508;size=27	2216508;size=27	96.1	83.7	93.1	83.3	93.1	7	0	4	29	0	5	3.0	Y
4468717;size=1	0.1721	556561;size=2	4364157;size=4	4364157;size=4	96.7	84.4	95.9	84.0	95.9	2	0	0	32	2	6	0.8	N
4468961;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4469134;size=1	0.1631	819185;size=2	3608294;size=2	819185;size=2	95.7	94.4	87.6	89.3	94.4	20	1	5	3	0	4	1.3	N
4469246;size=1	0.1846	250223;size=3	214099;size=2	250223;size=3	92.7	90.6	79.6	77.1	90.6	34	2	5	10	5	6	2.0	N
4469855;size=1	0.674	819616;size=10	663822;size=2	663822;size=2	95.4	72.2	93.7	72.6	93.7	5	1	1	55	0	9	1.7	Y
4469856;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4469857;size=1	0.0667	110756;size=2	338969;size=13	110756;size=2	97.6	96.4	94.4	91.6	96.4	13	5	1	3	0	0	1.2	N
4469866;size=1	0.0404	756729;size=4	590693;size=4	590693;size=4	84.3	79.7	82.2	81.8	82.2	12	7	15	15	4	11	2.1	N
4470445;size=1	0.4983	783299;size=2	219743;size=15	783299;size=2	91.9	87.0	79.8	79.4	87.0	33	3	11	12	0	6	4.9	Y
4470490;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4473120;size=1	0.1058	238543;size=2	3993340;size=2	3993340;size=2	96.2	90.7	94.9	89.9	94.9	5	2	4	14	1	2	1.3	N
4473134;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4474038;size=1	0.0471	831709;size=2	201227;size=2	201227;size=2	86.8	84.3	85.1	85.1	85.1	4	0	1	18	12	18	1.7	N
4474514;size=1	0.0607	831809;size=5	4453502;size=7	4453502;size=7	91.2	86.1	89.1	86.1	89.1	8	3	6	16	4	8	2.1	N
4474735;size=1	0.1251	4457838;size=7	4316029;size=2	4457838;size=7	98.0	96.3	95.1	94.7	96.3	7	0	2	5	1	2	1.6	N
4474780;size=1	0.0263	1136923;size=2	1071670;size=5	1071670;size=5	86.7	84.2	85.0	80.4	85.0	7	3	5	18	12	12	1.7	N
4475022;size=1	0.0503	341251;size=2	756729;size=4	341251;size=2	86.0	83.9	80.1	79.2	83.9	23	9	14	6	1	9	2.1	N
4475319;size=1	0.1992	4316722;size=4	1113471;size=7	4316722;size=4	95.4	92.4	90.3	88.2	92.4	16	4	7	7	0	0	2.9	N
4476579;size=1	0.0885	1077743;size=4	4348929;size=6	4348929;size=6	94.7	92.3	93.1	95.5	93.1	4	0	0	6	0	13	1.6	N
4476827;size=1	0.0327	136139;size=12	713894;size=8	713894;size=8	87.6	85.5	86.3	90.4	86.3	3	0	1	12	7	23	1.2	N
4477065;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4477226;size=1	0.0221	217022;size=5	1126654;size=8	1126654;size=8	89.1	83.3	88.7	79.5	88.7	2	1	0	27	13	12	0.4	N
4477259;size=1	0.0331	591519;size=2	1119544;size=4	1119544;size=4	91.5	89.5	89.9	88.3	89.9	10	6	5	6	1	9	1.6	N
4477409;size=1	0.0651	234329;size=4	560592;size=6	234329;size=4	93.4	93.0	76.9	76.0	93.0	47	7	8	2	1	0	0.4	N
4478194;size=1	0.043	807217;size=4	217742;size=8	217742;size=8	90.7	85.7	89.9	89.0	89.9	4	2	12	14	2	6	0.8	N
4478783;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4480292;size=1	0.0726	248456;size=2	218936;size=19	218936;size=19	93.8	86.4	92.6	84.0	92.6	6	3	1	22	4	7	1.2	N
4480595;size=1	0.0935	902438;size=6	534805;size=2	534805;size=2	96.1	81.5	95.7	80.3	95.7	2	1	1	37	3	4	0.4	N
4480653;size=1	0.1523	4361212;size=3	1143012;size=2	4361212;size=3	97.6	94.0	94.0	88.8	94.0	11	2	0	11	2	2	3.6	N
4480850;size=1	0.0394	252340;size=3	810213;size=2	252340;size=3	91.4	90.1	89.3	95.9	90.1	5	0	1	3	0	20	1.2	N
4480859;size=1	0.0699	112955;size=3	207374;size=2	112955;size=3	95.5	93.9	93.4	94.7	93.9	5	0	1	6	2	8	1.6	N
4481231;size=1	0.0322	220997;size=40	816501;size=2	816501;size=2	93.8	91.7	93.3	88.3	93.3	11	10	1	6	1	3	0.4	N
4481687;size=1	0.0724	823633;size=6	207437;size=4	207437;size=4	98.3	95.0	97.5	95.0	97.5	2	0	0	9	1	3	0.8	N
4481958;size=1	0.083	4302748;size=7	1138310;size=2	1138310;size=2	87.4	78.9	84.2	76.1	84.2	15	7	6	26	5	13	3.2	N
4482048;size=1	0.0351	361264;size=6	4337838;size=4	4337838;size=4	89.2	84.2	87.5	76.7	87.5	12	8	3	22	10	5	1.7	N
4482432;size=1	0.1541	4372469;size=3	958660;size=5	4372469;size=3	93.8	91.7	87.1	85.9	91.7	20	4	10	5	0	1	2.1	N
4483184;size=1	0.1425	920483;size=2	150977;size=4	150977;size=4	93.0	86.1	91.8	89.3	91.8	6	3	9	17	0	5	1.2	N
4483546;size=1	0.4291	802743;size=2	4401794;size=4	4401794;size=4	96.3	89.8	91.4	86.1	91.4	13	1	3	17	1	4	4.9	Y
4483633;size=1	0.0251	4430282;size=2	2957830;size=28	2957830;size=28	87.3	84.9	86.1	85.7	86.1	11	8	12	10	4	7	1.2	N
4483786;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
4632;size=1	0.1328	819663;size=2	204335;size=2	204335;size=2	97.5	90.4	96.7	91.2	96.7	2	0	0	18	1	5	0.8	N
463443;size=1	0.0801	680571;size=3	4401436;size=3	680571;size=3	87.4	85.2	77.1	73.1	85.2	32	9	16	7	2	1	2.2	N
46917;size=1	0.2411	938844;size=2	2985317;size=2	2985317;size=2	95.0	88.8	92.6	90.5	92.6	6	0	4	16	1	7	2.5	N
47968;size=1	0.0386	714724;size=3	668435;size=2	668435;size=2	94.1	90.7	93.2	92.4	93.2	4	2	5	10	2	5	0.8	N
48167;size=1	0.0833	2409045;size=2	790865;size=3	2409045;size=2	87.9	85.4	85.0	85.0	85.4	7	0	1	16	10	19	2.4	N
48355;size=1	0.0197	590693;size=4	4403168;size=2	590693;size=4	99.2	98.7	98.3	97.0	98.7	2	0	0	3	2	0	0.4	N
48692;size=1	0.0811	237148;size=2	219943;size=7	237148;size=2	90.3	88.6	78.0	72.5	88.6	42	13	7	5	1	2	1.7	N
488026;size=1	0.077	3268311;size=2	868710;size=17	868710;size=17	94.4	76.9	94.0	76.5	94.0	1	0	0	45	4	9	0.4	N
492424;size=1	0.0818	234329;size=4	13180;size=11	13180;size=11	89.3	81.0	88.0	81.4	88.0	3	0	1	26	6	19	1.2	N
493299;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
493677;size=1	0.1304	101876;size=3	225294;size=7	101876;size=3	97.0	96.6	90.2	89.4	96.6	16	0	3	5	4	0	0.4	N
494548;size=1	0.1361	768761;size=14	367313;size=7	367313;size=7	96.3	93.1	94.3	93.9	94.3	6	1	4	8	0	4	2.0	N
502910;size=1	0.0216	1053077;size=4	876951;size=2	876951;size=2	95.7	91.5	95.3	88.9	95.3	1	0	0	17	7	3	0.4	N
509051;size=1	0.15	625122;size=4	2232189;size=5	2232189;size=5	86.1	81.4	82.3	79.3	82.3	20	11	21	11	0	1	3.8	N
509132;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
509177;size=1	0.0892	222261;size=2	1112700;size=4	1112700;size=4	93.5	82.1	93.1	83.7	93.1	4	3	0	30	2	11	0.4	N
509371;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
509442;size=1	0.0265	254728;size=2	731671;size=8	731671;size=8	99.1	97.0	98.7	96.6	98.7	1	0	0	6	1	1	0.4	N
509571;size=1	0.0358	238445;size=3	509188;size=7	238445;size=3	95.1	94.2	92.2	92.6	94.2	9	2	4	3	1	5	0.8	N
509640;size=1	3.4153	590693;size=4	579647;size=36	590693;size=4	98.8	94.6	75.8	71.7	94.6	55	0	2	10	0	1	4.2	Y
510406;size=1	0.0129	211380;size=12	217742;size=8	211380;size=12	88.5	88.1	86.8	94.7	88.1	5	1	6	3	2	19	0.4	N
510471;size=1	1.4085	4310044;size=2	154486;size=2	4310044;size=2	94.2	87.5	72.9	66.7	87.5	54	3	8	16	0	3	6.7	Y
510476;size=1	0.0117	4459956;size=36	257474;size=3	257474;size=3	92.7	91.1	92.3	95.1	92.3	1	0	1	7	3	14	0.4	N
510798;size=1	0.0606	4314522;size=6	1120864;size=2	1120864;size=2	86.0	83.1	84.0	80.7	84.0	5	0	1	20	13	20	2.1	N
511268;size=1	0.0429	1107556;size=6	152581;size=2	152581;size=2	91.3	88.4	89.7	90.1	89.7	5	1	4	11	4	12	1.7	N
511297;size=1	0.0866	4467177;size=4	829809;size=4	829809;size=4	88.7	84.8	86.6	87.4	86.6	5	0	0	14	5	21	2.2	N
511344;size=1	0.1802	66822;size=4	235789;size=11	235789;size=11	95.1	82.4	93.1	80.4	93.1	7	2	1	35	4	5	2.0	N
511514;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
512091;size=1	0.0122	684207;size=3	683436;size=7	683436;size=7	95.5	94.3	95.1	97.2	95.1	1	0	0	4	1	10	0.4	N
51220;size=1	0.0507	725974;size=2	625475;size=3	725974;size=2	84.4	84.0	76.5	81.9	84.0	22	3	5	9	8	22	0.4	N
51223;size=1	0.0215	920483;size=2	1110562;size=2	1110562;size=2	90.5	87.9	90.1	94.4	90.1	3	2	6	6	0	14	0.4	N
512514;size=1	1.0234	227170;size=10	238849;size=8	227170;size=10	96.3	93.5	81.6	81.2	93.5	36	0	5	7	0	4	2.9	Y
512717;size=1	0.3335	1688707;size=5	338969;size=13	1688707;size=5	94.5	89.1	89.1	83.6	89.1	17	4	7	13	0	2	5.5	Y
513281;size=1	0.0208	831809;size=5	927796;size=4	831809;size=5	91.9	90.7	90.7	97.6	90.7	3	0	6	3	0	14	1.2	N
513426;size=1	0.0362	3755710;size=12	249741;size=14	3755710;size=12	95.4	95.0	91.6	95.8	95.0	9	0	11	1	0	0	0.4	N
513456;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
513871;size=1	0.0414	4439654;size=6	835293;size=18	835293;size=18	82.3	77.2	79.7	77.6	79.7	9	3	10	20	8	21	2.5	N
514085;size=1	0.0531	587754;size=8	165444;size=2	587754;size=8	92.2	91.4	85.3	85.3	91.4	21	4	11	4	2	2	0.8	N
515309;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
515986;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
518380;size=1	0.3547	81483;size=2	206488;size=4	81483;size=2	97.1	95.1	86.9	85.2	95.1	27	2	4	5	0	1	2.0	Y
518645;size=1	0.299	226395;size=7	160311;size=3	226395;size=7	93.5	89.4	85.3	79.6	89.4	20	0	4	18	8	4	4.1	Y
519955;size=1	0.4285	364101;size=4	1125991;size=5	1125991;size=5	95.3	88.5	89.8	84.3	89.8	14	1	7	17	1	2	5.5	Y
522244;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
523680;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
524372;size=1	0.0456	343365;size=2	1037355;size=2	1037355;size=2	91.2	87.1	90.0	89.6	90.0	4	1	1	15	5	14	1.2	N
525171;size=1	0.0616	967505;size=2	1105528;size=2	967505;size=2	92.0	90.3	88.6	94.1	90.3	9	1	4	4	0	14	1.7	N
525855;size=1	0.1688	153982;size=2	2309099;size=2	153982;size=2	93.2	88.5	87.7	83.8	88.5	14	1	4	16	5	6	4.7	N
526228;size=1	0.3419	693971;size=3	1978301;size=6	693971;size=3	98.8	95.9	93.8	90.1	95.9	12	0	0	9	2	1	2.9	Y
526485;size=1	0.0317	4424853;size=8	1138310;size=2	4424853;size=8	86.2	85.4	81.7	82.1	85.4	15	4	13	10	8	9	0.8	N
530043;size=1	1.6791	830358;size=22	137941;size=2	830358;size=22	96.7	86.7	85.1	75.9	86.7	28	0	0	27	3	5	10.0	Y
530730;size=1	0.0425	1532107;size=2	4464016;size=2	1532107;size=2	72.2	70.5	67.9	69.7	70.5	31	21	42	4	0	2	1.7	N
530796;size=1	0.1118	4479369;size=6	362710;size=3	362710;size=3	78.7	71.7	75.4	72.1	75.4	8	0	3	30	13	36	3.3	N
531378;size=1	0.0285	509120;size=3	357721;size=3	509120;size=3	93.2	91.5	91.5	88.1	91.5	7	3	5	10	6	2	1.7	N
532007;size=1	0.0442	155135;size=3	1111496;size=2	155135;size=3	99.2	98.4	97.6	96.8	98.4	5	1	1	2	0	0	0.8	N
532669;size=1	0.1036	4372469;size=3	816377;size=2	4372469;size=3	92.4	89.1	86.6	81.5	89.1	16	2	4	16	8	4	3.4	N
532747;size=1	0.0159	209422;size=2	3923761;size=2	3923761;size=2	83.0	80.9	82.1	89.8	82.1	3	1	4	10	5	30	0.9	N
532962;size=1	0.0924	4320964;size=6	246169;size=15	4320964;size=6	94.7	92.7	91.1	91.9	92.7	11	2	10	6	1	0	2.0	N
533202;size=1	0.027	773596;size=2	220997;size=40	773596;size=2	85.5	84.2	81.7	82.6	84.2	15	6	9	9	6	14	1.2	N
533367;size=1	0.0844	787260;size=3	640625;size=2	787260;size=3	93.7	91.6	89.1	84.5	91.6	21	10	3	5	0	2	2.1	N
534265;size=1	0.0369	13180;size=11	823633;size=6	823633;size=6	97.5	93.7	97.1	95.0	97.1	1	0	0	10	1	5	0.4	N
534600;size=1	0.0552	860839;size=4	224072;size=2	224072;size=2	91.8	89.7	90.1	92.3	90.1	4	0	0	9	4	15	1.7	N
535075;size=1	0.0126	1108566;size=4	592443;size=15	592443;size=15	98.7	97.8	98.3	97.8	98.3	1	0	0	3	1	2	0.4	N
53533;size=1	0.0141	250714;size=7	549948;size=19	549948;size=19	97.9	97.1	97.5	96.2	97.5	2	1	3	3	1	0	0.4	N
535402;size=1	0.0825	326414;size=2	219397;size=4	326414;size=2	89.4	89.0	74.0	71.1	89.0	43	5	10	10	9	2	0.4	N
535431;size=1	0.0737	1110562;size=2	510555;size=12	1110562;size=2	94.4	93.1	88.4	87.9	93.1	18	4	5	3	0	4	1.3	N
535732;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
535937;size=1	0.051	594023;size=3	4357728;size=5	4357728;size=5	88.7	84.7	87.9	81.9	87.9	14	12	8	11	1	7	0.8	N
536066;size=1	0.0622	237447;size=9	4386966;size=2	237447;size=9	85.2	81.1	80.3	73.4	81.1	28	16	14	13	3	3	4.1	N
536157;size=1	0.1012	101876;size=3	208771;size=6	101876;size=3	93.9	92.2	84.0	80.5	92.2	27	4	3	8	4	3	1.7	N
536436;size=1	0.1597	1146428;size=12	241020;size=6	1146428;size=12	95.7	92.8	92.3	90.6	92.8	10	2	6	7	0	2	3.0	N
536882;size=1	0.0193	1109432;size=2	970732;size=4	1109432;size=2	91.6	91.2	87.9	92.1	91.2	11	2	16	1	0	2	0.4	N
536949;size=1	0.0669	4391425;size=2	340913;size=12	340913;size=12	93.5	88.8	91.8	84.5	91.8	12	8	2	13	2	3	1.7	N
537177;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
537224;size=1	0.287	241718;size=3	1978301;size=6	1978301;size=6	97.1	88.6	95.9	87.8	95.9	6	3	4	21	0	0	1.2	Y
537635;size=1	0.4673	559134;size=2	267573;size=2	559134;size=2	91.8	87.2	79.0	77.0	87.2	36	5	13	11	0	2	4.5	Y
537901;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
538304;size=1	0.0687	569459;size=2	1109432;size=2	569459;size=2	94.3	93.5	85.7	85.2	93.5	24	4	6	2	0	3	0.9	N
538428;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
538462;size=1	0.0254	113476;size=2	512910;size=2	113476;size=2	77.5	76.7	71.7	69.6	76.7	24	10	16	14	12	16	0.8	N
538728;size=1	0.0336	223170;size=2	226395;size=7	223170;size=2	92.2	91.8	82.8	85.7	91.8	28	5	12	1	0	2	0.4	N
538768;size=1	0.3455	961607;size=8	112955;size=3	961607;size=8	93.8	91.2	77.9	72.5	91.2	39	1	0	15	9	5	2.5	Y
538794;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
539107;size=1	0.2026	569459;size=2	215991;size=19	569459;size=2	92.4	89.5	81.9	81.0	89.5	28	3	7	8	1	7	3.0	N
539151;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
539452;size=1	0.0229	4316029;size=2	251073;size=3	251073;size=3	94.6	91.7	94.2	95.0	94.2	1	0	0	8	1	12	0.4	N
539611;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
540592;size=1	0.1395	668801;size=5	255422;size=7	668801;size=5	92.6	91.8	70.1	72.5	91.8	59	4	9	2	0	5	0.8	N
540681;size=1	0.0863	1126654;size=8	222237;size=5	1126654;size=8	97.9	97.0	94.4	95.7	97.0	8	0	1	2	0	4	0.9	N
540865;size=1	0.1569	2635036;size=3	4459956;size=36	2635036;size=3	92.8	91.1	79.2	79.7	91.1	35	3	3	5	1	10	1.7	N
541089;size=1	0.0435	694537;size=17	559533;size=2	694537;size=17	85.9	83.8	82.5	80.8	83.8	10	2	5	16	11	15	2.1	N
541345;size=1	0.0277	1112700;size=4	153239;size=5	153239;size=5	90.2	88.5	89.4	91.1	89.4	8	6	12	4	0	5	0.9	N
541524;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
541612;size=1	0.2264	215297;size=2	4460365;size=19	215297;size=2	98.7	96.2	96.2	94.5	96.2	6	0	3	6	0	0	2.5	N
